,topic,in_dgr,out_dgr,generality
644,Pennsylvania_Railroad,28,14,2.0
645,Erwin_Rommel,12,32,0.375
646,Crimson-collared_Tanager,0,7,0.0
647,Friedrich_Nietzsche,27,49,0.5510204081632653
648,Employment,64,15,4.266666666666667
649,Osmium,9,30,0.3
650,Spirit_of_the_American_Doughboy,1,2,0.5
651,Castra,5,10,0.5
652,Hurricane_Felix_(1995),0,11,0.0
653,History_of_Anglo-Saxon_England,4,34,0.11764705882352941
654,Jet_Set_Willy,1,6,0.16666666666666666
655,Star_Fox__Assault,0,8,0.0
656,Tobacco,60,48,1.25
657,Boston_and_Lowell_Railroad,0,13,0.0
658,Darling_River,3,6,0.5
659,Thiamine,11,19,0.5789473684210527
660,Ivan_IV_of_Russia,5,10,0.5
661,San_Diego_Electric_Railway,2,8,0.25
662,Oat,11,44,0.25
663,Cocos_(Keeling)_Islands,18,24,0.75
664,Electric_charge,42,25,1.68
665,Hubbard_Glacier,1,4,0.25
666,Qin_Dynasty,11,6,1.8333333333333333
667,Harry_S._Truman,35,50,0.7
668,1973_oil_crisis,17,51,0.3333333333333333
669,Richard_Wagner,34,43,0.7906976744186046
670,Order_of_the_Thistle,10,24,0.4166666666666667
671,Investment_banking,1,6,0.16666666666666666
672,Zoroaster,9,28,0.32142857142857145
673,Berkelium,7,15,0.4666666666666667
674,Post-glacial_rebound,3,23,0.13043478260869565
675,Ant,27,31,0.8709677419354839
676,Battle_of_the_Little_Bighorn,2,8,0.25
677,Montenegro,46,88,0.5227272727272727
678,Earwax,0,16,0.0
679,The_Children's_Machine,0,31,0.0
680,Tobacco_smoking,25,40,0.625
681,"History_of_Miami,_Florida",0,32,0.0
682,Santorini,8,30,0.26666666666666666
683,Mahjong,1,20,0.05
684,Mahabharata,24,10,2.4
685,Indian_cricket_team,5,17,0.29411764705882354
686,Hundred_Years'_War,22,39,0.5641025641025641
687,Arnold_Schwarzenegger,10,18,0.5555555555555556
688,Odin,14,15,0.9333333333333333
689,List_of_minerals,0,19,0.0
690,Medicine,97,45,2.1555555555555554
691,Charlie_Chaplin,10,31,0.3225806451612903
692,Fishing,84,47,1.7872340425531914
693,Budapest,47,49,0.9591836734693877
694,Bermuda,45,35,1.2857142857142858
695,Socialism,99,41,2.4146341463414633
696,Augustan_literature,2,51,0.0392156862745098
697,Van_Halen,4,8,0.5
698,Philately,4,7,0.5714285714285714
699,Genetic_code,15,13,1.1538461538461537
700,Hannibal_Barca,4,21,0.19047619047619047
701,Chimpanzee,25,24,1.0416666666666667
702,Wood,55,10,5.5
703,Gottfried_Leibniz,35,92,0.3804347826086957
704,Mark_Webber,1,19,0.05263157894736842
705,Spanish_Inquisition,19,35,0.5428571428571428
706,Franklin_Pierce,7,22,0.3181818181818182
707,Madagascar,104,151,0.6887417218543046
708,Elizabethan_Poor_Law_(1601),0,5,0.0
709,Grenada,40,34,1.1764705882352942
710,Anthony_van_Dyck,7,18,0.3888888888888889
711,Tooth_development,2,18,0.1111111111111111
712,Microsoft,43,13,3.3076923076923075
713,1980_eruption_of_Mount_St._Helens,3,43,0.06976744186046512
714,Optical_telescope,2,6,0.3333333333333333
715,Ancient_Rome,181,88,2.0568181818181817
716,Hurricane_David,1,17,0.058823529411764705
717,Mandan,1,12,0.08333333333333333
718,List_of_members_of_the_Commonwealth_of_Nations_by_date_joined,0,54,0.0
719,William_I_of_England,31,19,1.631578947368421
720,Papal_conclave,4,27,0.14814814814814814
721,United_Kingdom,972,168,5.785714285714286
722,Battle_of_Tours,5,26,0.19230769230769232
723,Cayman_Islands,22,22,1.0
724,Cod,14,13,1.0769230769230769
725,Lusaka,9,3,3.0
726,Polymerase_chain_reaction,8,14,0.5714285714285714
727,Ecuador,75,42,1.7857142857142858
728,Planetary_habitability,11,52,0.21153846153846154
729,Peter_Grimes,1,4,0.25
730,Jonathan_Wild,1,11,0.09090909090909091
731,Protein,104,30,3.466666666666667
732,Auguste_Rodin,8,16,0.5
733,USS_Wisconsin_(BB-64),1,48,0.020833333333333332
734,Mongol_invasion_of_Central_Asia,0,16,0.0
735,Social_contract_(Malaysia),2,8,0.25
736,Niagara_Falls,10,21,0.47619047619047616
737,History_of_South_Carolina,1,48,0.020833333333333332
738,Seoul,30,60,0.5
739,Rosetta_Stone,6,7,0.8571428571428571
740,Maseru,2,4,0.5
741,United_States_Numbered_Highways,1,10,0.1
742,Gmail,3,20,0.15
743,Shrine_of_Remembrance,2,22,0.09090909090909091
744,2-8-0,2,6,0.3333333333333333
745,Miocene,38,22,1.7272727272727273
746,Typewriter,3,9,0.3333333333333333
747,Titanosauridae,0,39,0.0
748,Rupee,4,13,0.3076923076923077
749,United_States_House_of_Representatives,64,27,2.3703703703703702
750,Steam_engine,25,21,1.1904761904761905
751,Nairobi,16,31,0.5161290322580645
752,Alliterative_verse,3,9,0.3333333333333333
753,Boundary_Waters_Canoe_Area_Wilderness,1,18,0.05555555555555555
754,Milk,41,56,0.7321428571428571
755,Halloween,16,42,0.38095238095238093
756,Holmium,7,27,0.25925925925925924
757,Cookiecutter_shark,2,9,0.2222222222222222
758,Lens_(anatomy),8,5,1.6
759,Trabancos_River,0,26,0.0
760,North_Africa,102,33,3.090909090909091
761,Andrew_Johnson,16,8,2.0
762,Aristarchus_(crater),1,11,0.09090909090909091
763,Bob_Dylan,33,44,0.75
764,Cheetah,9,45,0.2
765,Magma,35,17,2.0588235294117645
766,United_Kingdom_national_football_team,0,17,0.0
767,Windows_2000,10,9,1.1111111111111112
768,Nuthatch,2,7,0.2857142857142857
769,Minstrel_show,5,13,0.38461538461538464
770,Renormalization,7,16,0.4375
771,Maya_mythology,4,18,0.2222222222222222
772,Onion,18,22,0.8181818181818182
773,Cyprus,106,59,1.7966101694915255
774,Gull,16,18,0.8888888888888888
775,ABO_blood_group_system,2,20,0.1
776,Sino-Roman_relations,0,28,0.0
777,Winter,58,40,1.45
778,Gorilla,16,15,1.0666666666666667
779,Gabon,59,19,3.1052631578947367
780,Tiger_Woods,3,15,0.2
781,"Victoria,_Seychelles",3,12,0.25
782,Boston_RFC,1,9,0.1111111111111111
783,East_Timor,42,44,0.9545454545454546
784,12th_century,85,45,1.8888888888888888
785,Music_of_Hawaii,2,16,0.125
786,Phineas_Gage,0,3,0.0
787,Plateosaurus,0,22,0.0
788,Charles_Sumner,5,13,0.38461538461538464
789,Elephant_bird,1,10,0.1
790,Uranium,69,51,1.3529411764705883
791,Doom,5,19,0.2631578947368421
792,William_Gladstone,4,40,0.1
793,Bionicle__Mask_of_Light,0,4,0.0
794,Transit_of_Venus,7,33,0.21212121212121213
795,Agriculture,241,57,4.228070175438597
796,Ammolite,2,43,0.046511627906976744
797,Song_Thrush,2,9,0.2222222222222222
798,Troodon,1,15,0.06666666666666667
799,Christmas_Island,21,36,0.5833333333333334
800,Capitoline_Triad,1,6,0.16666666666666666
801,Watling_Street,5,14,0.35714285714285715
802,Green_Woodpecker,1,10,0.1
803,Garage_(dance_music),1,8,0.125
804,The_Country_Wife,3,9,0.3333333333333333
805,Alan_Turing,11,22,0.5
806,Sino-German_cooperation_(1911-1941),0,25,0.0
807,Ceratopsidae,6,12,0.5
808,Libya,103,60,1.7166666666666666
809,Whitney_Joins_The_JAMs,1,3,0.3333333333333333
810,Distilled_beverage,7,18,0.3888888888888889
811,Manifest_Destiny,9,52,0.17307692307692307
812,Ivory,27,19,1.4210526315789473
813,Koryaksky,3,5,0.6
814,Photography,40,9,4.444444444444445
815,Phoenix_Zoo,1,14,0.07142857142857142
816,King_Kong_(1933_film),3,19,0.15789473684210525
817,Copenhagen,45,23,1.9565217391304348
818,Winston_Tunnel,0,3,0.0
819,Khartoum,16,20,0.8
820,Turner_syndrome,0,3,0.0
821,Rail_transport_in_India,2,26,0.07692307692307693
822,Varanasi,11,23,0.4782608695652174
823,Tripitaka,4,7,0.5714285714285714
824,David_Livingstone,12,18,0.6666666666666666
825,Adenosine_triphosphate,17,13,1.3076923076923077
826,Sierra_Leone,67,39,1.7179487179487178
827,Barack_Obama,1,48,0.020833333333333332
828,Battle_of_Alesia,4,10,0.4
829,Caravaggio,8,16,0.5
830,Buckingham_Palace,26,44,0.5909090909090909
831,Libreville,5,6,0.8333333333333334
832,Syria,154,66,2.3333333333333335
833,Orca,16,41,0.3902439024390244
834,Astatine,7,15,0.4666666666666667
835,Logba_language,0,5,0.0
836,Ruthenium,12,25,0.48
837,Population_history_of_American_indigenous_peoples,1,24,0.041666666666666664
838,Automatic_number_plate_recognition,0,20,0.0
839,Scottish_Gaelic_language,25,21,1.1904761904761905
840,Human_dignity,3,1,3.0
841,Link_(The_Legend_of_Zelda),1,5,0.2
842,Hero_of_Ukraine,0,10,0.0
843,"Seattle,_Washington",36,54,0.6666666666666666
844,Weather_map,0,2,0.0
845,Stanisław_Lem,0,19,0.0
846,Animal_law,1,1,1.0
847,Canadian_House_of_Commons,16,10,1.6
848,Nahuatl_language,7,14,0.5
849,Calvin_and_Hobbes,8,13,0.6153846153846154
850,Rudyard_Kipling,22,45,0.4888888888888889
851,Race,35,37,0.9459459459459459
852,Louis_Jordan,6,17,0.35294117647058826
853,Apaochi,0,2,0.0
854,Hampstead_Heath,2,5,0.4
855,Hebrew_calendar,5,15,0.3333333333333333
856,Dwight_D._Eisenhower,37,41,0.9024390243902439
857,Antonio_Vivaldi,11,19,0.5789473684210527
858,Yangtze_River,20,18,1.1111111111111112
859,Black_widow_spider,0,11,0.0
860,Edinburgh,79,74,1.0675675675675675
861,Cicely,0,9,0.0
862,Ununbium,7,14,0.5
863,Vulgar_Latin,10,21,0.47619047619047616
864,Linux,45,12,3.75
865,Donald_Duck,3,54,0.05555555555555555
866,Machu_Picchu,8,12,0.6666666666666666
867,Butter,18,51,0.35294117647058826
868,Tacitean_studies,0,16,0.0
869,Lake_Tanganyika,23,11,2.090909090909091
870,United_States_Senate,68,16,4.25
871,Romeo_and_Juliet,9,11,0.8181818181818182
872,Jackie_Robinson,5,7,0.7142857142857143
873,Economy_of_Africa,3,101,0.0297029702970297
874,History_of_slavery,1,78,0.01282051282051282
875,West_Flemish,8,8,1.0
876,Blitzkrieg,23,27,0.8518518518518519
877,Bee,25,19,1.3157894736842106
878,Calgary,13,26,0.5
879,House_Sparrow,8,25,0.32
880,Cultivar,41,3,13.666666666666666
881,Genetics,68,27,2.5185185185185186
882,Cape_Horn,10,24,0.4166666666666667
883,Kigo,1,55,0.01818181818181818
884,Wine,58,68,0.8529411764705882
885,Australian_Green_Tree_Frog,2,22,0.09090909090909091
886,Zambezi,13,40,0.325
887,Antarctic_krill,3,34,0.08823529411764706
888,All_Blacks,6,14,0.42857142857142855
889,Taoism,37,23,1.608695652173913
890,Old_Swiss_Confederacy,3,9,0.3333333333333333
891,Polonium,15,25,0.6
892,Global_warming,71,32,2.21875
893,GlaxoSmithKline,6,13,0.46153846153846156
894,Jakarta,29,31,0.9354838709677419
895,Abacus,9,9,1.0
896,Eurasian_Eagle_Owl,2,14,0.14285714285714285
897,Red_dwarf,18,11,1.6363636363636365
898,Aztec,38,18,2.111111111111111
899,Mackenzie_River,3,7,0.42857142857142855
900,Theta,0,4,0.0
901,Telephone_exchange,2,3,0.6666666666666666
902,Pound_sterling,66,40,1.65
903,Curium,11,25,0.44
904,Mary_I_of_Scotland,16,34,0.47058823529411764
905,Henry_Morton_Stanley,9,14,0.6428571428571429
906,Heraclius,10,11,0.9090909090909091
907,Norman_conquest_of_England,8,24,0.3333333333333333
908,Vitamin,30,27,1.1111111111111112
909,Hyena,13,14,0.9285714285714286
910,Pretoria,20,20,1.0
911,Cider,9,29,0.3103448275862069
912,Blackbird,6,14,0.42857142857142855
913,Nuclear_power,26,51,0.5098039215686274
914,Onion_dome,3,6,0.5
915,International_law,23,13,1.7692307692307692
916,French_Polynesia,18,8,2.25
917,Earth,269,118,2.2796610169491527
918,Flemish_(linguistics),4,9,0.4444444444444444
919,Vatican_City,67,33,2.0303030303030303
920,Sonic_the_Hedgehog_(character),2,25,0.08
921,North_Sea,65,20,3.25
922,July_2006_Java_earthquake,2,11,0.18181818181818182
923,Strontium,17,39,0.4358974358974359
924,Economy_of_Pakistan,2,46,0.043478260869565216
925,Pachycephalosaurus,1,11,0.09090909090909091
926,Jane_Fonda,8,25,0.32
927,Corn_oil,3,5,0.6
928,Achilles_tendon,0,2,0.0
929,Galah,1,10,0.1
930,Bontebok,1,8,0.125
931,Solomon_Islands,34,28,1.2142857142857142
932,Sudanic_languages,0,2,0.0
933,Directive_Principles_in_India,0,10,0.0
934,Pop_Idol,0,2,0.0
935,Iron_Mike,1,5,0.2
936,Military_dictatorship,25,68,0.36764705882352944
937,Urial,1,9,0.1111111111111111
938,Aral_Sea,19,16,1.1875
939,Howland_Island,4,10,0.4
940,British_Isles_(terminology),4,60,0.06666666666666667
941,Benjamin_of_Tudela,0,16,0.0
942,Great_white_shark,7,28,0.25
943,Weather,37,43,0.8604651162790697
944,Yes_Minister,2,23,0.08695652173913043
945,Sugarcane,26,36,0.7222222222222222
946,Snowy_Owl,2,18,0.1111111111111111
947,Bangalore,13,37,0.35135135135135137
948,Bjørnøya,4,15,0.26666666666666666
949,Compsognathus,3,18,0.16666666666666666
950,Propaganda,75,46,1.6304347826086956
951,Asparagus,5,17,0.29411764705882354
952,Virtuti_Militari,7,27,0.25925925925925924
953,16_Cygni,2,8,0.25
954,Karikkoselkä,1,4,0.25
955,French_Revolution,99,19,5.2105263157894735
956,Isaac_Newton,80,56,1.4285714285714286
957,Durham,10,15,0.6666666666666666
958,Mount_St._Helens,8,24,0.3333333333333333
959,Jacques-Louis_David,10,18,0.5555555555555556
960,Rule_of_St_Benedict,3,8,0.375
961,U.S._Navy_Marine_Mammal_Program,2,8,0.25
962,Painting,40,73,0.547945205479452
963,Great_Crested_Grebe,1,14,0.07142857142857142
964,Kuiper_belt,13,13,1.0
965,Crime_and_Punishment,5,34,0.14705882352941177
966,Tribe,35,7,5.0
967,Karachi,20,30,0.6666666666666666
968,Nigeria,106,67,1.5820895522388059
969,Indus_Valley_Civilization,30,36,0.8333333333333334
970,Bath_School_disaster,1,10,0.1
971,Sport,63,15,4.2
972,Plover,5,6,0.8333333333333334
973,Stanisław_Koniecpolski,3,15,0.2
974,Crow,18,28,0.6428571428571429
975,Chinese_language,121,47,2.574468085106383
976,Pandanus,2,12,0.16666666666666666
977,Episcopal_polity,10,24,0.4166666666666667
978,Mount_Unzen,2,6,0.3333333333333333
979,Timbuktu,7,29,0.2413793103448276
980,Last_Supper,8,12,0.6666666666666666
981,Philosophy,190,87,2.1839080459770117
982,Ludwig_Wittgenstein,20,39,0.5128205128205128
983,Plate_tectonics,54,40,1.35
984,Comma_Johanneum,1,18,0.05555555555555555
985,Code_of_Hammurabi,8,9,0.8888888888888888
986,Meat,37,22,1.6818181818181819
987,Algorithm,26,20,1.3
988,Anaconda,4,26,0.15384615384615385
989,Osiris,3,12,0.25
990,Utilitarianism,22,7,3.142857142857143
991,Italian_Renaissance,13,55,0.23636363636363636
992,Ateneo_de_Manila_University,1,16,0.0625
993,S-mine,0,14,0.0
994,Niccolò_Paganini,6,14,0.42857142857142855
995,Goldcrest,1,13,0.07692307692307693
996,Sea_of_Galilee,10,24,0.4166666666666667
997,John_W._Johnston,0,10,0.0
998,European_Parliament,43,34,1.2647058823529411
999,Maize,73,49,1.489795918367347
1000,Óengus_I_of_the_Picts,0,10,0.0
1001,Haemophilia,2,4,0.5
1002,Chlorine,65,41,1.5853658536585367
1003,Edward_V_of_England,9,10,0.9
1004,Banksy,1,11,0.09090909090909091
1005,6-2-0,1,3,0.3333333333333333
1006,Pi,10,27,0.37037037037037035
1007,Flag_of_Mexico,3,12,0.25
1008,Francium,10,34,0.29411764705882354
1009,Floppy_disk,14,15,0.9333333333333333
1010,Polish–Muscovite_War_(1605–1618),0,23,0.0
1011,Senegal,82,23,3.5652173913043477
1012,Hebrew_language,105,30,3.5
1013,Eagle_Scout_(Boy_Scouts_of_America),9,8,1.125
1014,Space_Race,11,43,0.2558139534883721
1015,Judaism,145,47,3.0851063829787235
1016,Spanish_Armada,26,24,1.0833333333333333
1017,E.T._the_Extra-Terrestrial_(Atari_2600),0,7,0.0
1018,Skylark,2,17,0.11764705882352941
1019,Sinclair_Research_Ltd,4,18,0.2222222222222222
1020,Oman,53,24,2.2083333333333335
1021,Cockatiel,2,8,0.25
1022,Jewellery,16,60,0.26666666666666666
1023,Saladin,17,18,0.9444444444444444
1024,Owl,24,32,0.75
1025,Music_of_the_United_States,7,57,0.12280701754385964
1026,Enceladus_(moon),9,19,0.47368421052631576
1027,National_parks_of_England_and_Wales,4,26,0.15384615384615385
1028,Draughts,0,9,0.0
1029,Tennis_Masters_Cup,8,19,0.42105263157894735
1030,Stingray,5,18,0.2777777777777778
1031,Opuntia_imbricata,0,6,0.0
1032,History_of_South_Africa_in_the_apartheid_era,5,56,0.08928571428571429
1033,Yotsuya_Kaidan,0,2,0.0
1034,GNOME,11,11,1.0
1035,William_Shakespeare,144,16,9.0
1036,4th_century,48,31,1.5483870967741935
1037,Vertebrate,48,13,3.6923076923076925
1038,Brute_force_attack,4,4,1.0
1039,Johannesburg,34,52,0.6538461538461539
1040,Matsuo_Bashō,3,2,1.5
1041,Mount_Pinatubo,7,34,0.20588235294117646
1042,Vegetable,43,25,1.72
1043,Antwerp,44,54,0.8148148148148148
1044,Mediterranean_Sea,192,61,3.1475409836065573
1045,Hepatorenal_syndrome,0,3,0.0
1046,Star_anise,13,9,1.4444444444444444
1047,Equatorial_Guinea,50,37,1.3513513513513513
1048,Trichinosis,6,3,2.0
1049,Arugula,4,8,0.5
1050,Household_income_in_the_United_States,3,17,0.17647058823529413
1051,Rutherfordium,7,19,0.3684210526315789
1052,Hubble's_law,7,14,0.5
1053,Diego_Garcia,3,23,0.13043478260869565
1054,Comoros,51,26,1.9615384615384615
1055,Warsaw_Uprising_(1794),0,4,0.0
1056,2nd_century,31,28,1.1071428571428572
1057,Yeast,22,42,0.5238095238095238
1058,West_Virginia,34,35,0.9714285714285714
1059,Winston_Churchill,85,98,0.8673469387755102
1060,Malaysia,146,56,2.607142857142857
1061,Nouakchott,5,12,0.4166666666666667
1062,Mohs_scale_of_mineral_hardness,63,14,4.5
1063,Information,28,19,1.4736842105263157
1064,War_and_Peace,5,20,0.25
1065,Genghis_Khan,25,58,0.43103448275862066
1066,Ben_Jonson,14,19,0.7368421052631579
1067,Virus,34,28,1.2142857142857142
1068,Pelagic_zone,6,5,1.2
1069,Panama,66,28,2.357142857142857
1070,Johann_Wolfgang_Goethe,5,39,0.1282051282051282
1071,Recycling,17,26,0.6538461538461539
1072,Geology,78,33,2.3636363636363638
1073,Kuala_Lumpur,20,9,2.2222222222222223
1074,Tennis,79,40,1.975
1075,Leicester,21,44,0.4772727272727273
1076,Dad's_Army,0,14,0.0
1077,Ben_Nevis,3,16,0.1875
1078,Milan,76,31,2.4516129032258065
1079,List_of_Archbishops_of_Canterbury,0,20,0.0
1080,House,11,22,0.5
1081,Lord's_Resistance_Army,5,11,0.45454545454545453
1082,Laws_in_Wales_Acts_1535–1542,10,10,1.0
1083,Tamil_language,41,37,1.1081081081081081
1084,Woodrow_Wilson,43,45,0.9555555555555556
1085,Sound,35,5,7.0
1086,Physics,128,107,1.1962616822429906
1087,Solar_System,99,58,1.706896551724138
1088,Spanish_language,200,79,2.5316455696202533
1089,Patna,4,23,0.17391304347826086
1090,Poetry,84,39,2.1538461538461537
1091,Principality,19,26,0.7307692307692307
1092,Mentha,11,21,0.5238095238095238
1093,Coal,123,61,2.0163934426229506
1094,James_Lovelock,3,19,0.15789473684210525
1095,Thomas_Malthus,12,28,0.42857142857142855
1096,Retreat_of_glaciers_since_1850,10,53,0.18867924528301888
1097,Weimar_Republic,24,35,0.6857142857142857
1098,Snowball_Earth,8,23,0.34782608695652173
1099,Magpie,7,9,0.7777777777777778
1100,Switzerland,249,45,5.533333333333333
1101,Autobianchi_Primula,0,2,0.0
1102,Miguel_de_Cervantes,14,12,1.1666666666666667
1103,Royal_Marines,9,44,0.20454545454545456
1104,Irish_people,43,79,0.5443037974683544
1105,British_Indian_Ocean_Territory,21,56,0.375
1106,Barbary_Macaque,1,16,0.0625
1107,Manuel_I_Komnenos,3,28,0.10714285714285714
1108,Gas_turbine-electric_locomotive,1,7,0.14285714285714285
1109,Mahmoud_Abbas,6,24,0.25
1110,African_Penguin,3,14,0.21428571428571427
1111,2004_Atlantic_hurricane_season,15,40,0.375
1112,George_Thomas_Coker,0,9,0.0
1113,Cape_Porcupine,0,7,0.0
1114,Barn_Owl,2,13,0.15384615384615385
1115,Dinosaur,98,90,1.0888888888888888
1116,Niccolò_dell'Abbate,0,2,0.0
1117,Bissau,6,7,0.8571428571428571
1118,Nazi_Germany,140,47,2.978723404255319
1119,Antarctosaurus,1,14,0.07142857142857142
1120,Wind,33,21,1.5714285714285714
1121,Sumer,37,53,0.6981132075471698
1122,Mega_Man_X_(character),0,4,0.0
1123,Canterbury,21,29,0.7241379310344828
1124,Brothers_Grimm,8,6,1.3333333333333333
1125,Wombat,4,11,0.36363636363636365
1126,Indian_Standard_Time,15,13,1.1538461538461537
1127,List_of_African_countries,5,63,0.07936507936507936
1128,Iron(III)_chloride,7,13,0.5384615384615384
1129,Wikisource,2,4,0.5
1130,Shackleton_(crater),1,12,0.08333333333333333
1131,Zulu,14,15,0.9333333333333333
1132,Nationalism,79,108,0.7314814814814815
1133,Paleontology,29,23,1.2608695652173914
1134,Jordanhill_railway_station,1,6,0.16666666666666666
1135,Great_Spotted_Woodpecker,1,11,0.09090909090909091
1136,Pro_Milone,0,1,0.0
1137,History_of_Singapore,0,49,0.0
1138,Armia_Krajowa,7,14,0.5
1139,Nationality,27,16,1.6875
1140,Yom_Kippur_War,14,50,0.28
1141,Valparaíso,7,9,0.7777777777777778
1142,Antelope,18,23,0.782608695652174
1143,Düsseldorf,11,28,0.39285714285714285
1144,Tay_Rail_Bridge,4,9,0.4444444444444444
1145,Elementary_group_theory,1,3,0.3333333333333333
1146,Children's_Crusade,5,20,0.25
1147,William_Tecumseh_Sherman,6,32,0.1875
1148,Rabbit,22,11,2.0
1149,Piccadilly_Circus,4,13,0.3076923076923077
1150,Hungary,172,49,3.510204081632653
1151,Plato,76,44,1.7272727272727273
1152,Common_Hazel,1,28,0.03571428571428571
1153,"Salt_Lake_City,_Utah",15,45,0.3333333333333333
1154,Olive_oil,19,57,0.3333333333333333
1155,Canaletto,5,2,2.5
1156,Hurricane_Philippe_(2005),1,5,0.2
1157,Malaria,57,40,1.425
1158,Bruce_Springsteen,5,27,0.18518518518518517
1159,Rosa_Parks,3,20,0.15
1160,Elizabeth_Fry,2,12,0.16666666666666666
1161,Arthur_Sullivan,6,24,0.25
1162,Acts_of_Union_1707,20,7,2.857142857142857
1163,Boudica,5,22,0.22727272727272727
1164,The_Catlins,0,14,0.0
1165,Sunflower,14,32,0.4375
1166,Aye-aye,0,9,0.0
1167,List_of_countries,63,244,0.2581967213114754
1168,Brandon_Routh,1,11,0.09090909090909091
1169,Iceland,131,43,3.046511627906977
1170,List_of_vegetable_oils,3,46,0.06521739130434782
1171,Hip_hop_music,50,48,1.0416666666666667
1172,Gaur,4,20,0.2
1173,Telecommunication,18,31,0.5806451612903226
1174,Poland,288,61,4.721311475409836
1175,Kerala,26,37,0.7027027027027027
1176,United_States_Virgin_Islands,16,30,0.5333333333333333
1177,Edwin_of_Northumbria,7,14,0.5
1178,The_Beatles_discography,1,13,0.07692307692307693
1179,AIDS,77,40,1.925
1180,Bay_of_Bengal,24,8,3.0
1181,Mustard_seed,1,37,0.02702702702702703
1182,Global,1,6,0.16666666666666666
1183,Hanoi,12,17,0.7058823529411765
1184,Björn_Borg,7,25,0.28
1185,City_status_in_the_United_Kingdom,33,51,0.6470588235294118
1186,Bluetooth,9,12,0.75
1187,Davy_Jones'_Locker,0,6,0.0
1188,Sicilian_Baroque,0,29,0.0
1189,Dada,14,26,0.5384615384615384
1190,Vole,6,15,0.4
1191,Whale,34,34,1.0
1192,Grand_Central_Station_(Chicago),0,7,0.0
1193,Kazakhstan,94,42,2.238095238095238
1194,Catherine_Cranston,0,8,0.0
1195,Argentina,189,163,1.1595092024539877
1196,China,496,90,5.511111111111111
1197,The_Cantos,3,86,0.03488372093023256
1198,The_Rime_of_the_Ancient_Mariner,3,24,0.125
1199,Clarinet,19,14,1.3571428571428572
1200,Saffron,18,64,0.28125
1201,Mark_Twain,33,17,1.9411764705882353
1202,Grape_seed_oil,1,10,0.1
1203,Definition_of_planet,9,31,0.2903225806451613
1204,Mahatma_Gandhi,39,40,0.975
1205,Tower_Bridge,7,10,0.7
1206,Yak,12,15,0.8
1207,River_Severn,15,17,0.8823529411764706
1208,Great_Cormorant,2,20,0.1
1209,Brian_Close,0,8,0.0
1210,Basil,16,17,0.9411764705882353
1211,Guernsey,25,33,0.7575757575757576
1212,Spring_(season),41,17,2.411764705882353
1213,Biodiesel,19,34,0.5588235294117647
1214,55_Cancri_c,4,13,0.3076923076923077
1215,Bottlenose_Dolphin,4,27,0.14814814814814814
1216,Pinworm,1,2,0.5
1217,Juniper_berry,10,18,0.5555555555555556
1218,Wall_Street,17,28,0.6071428571428571
1219,Restoration_comedy,6,17,0.35294117647058826
1220,Agamemnon,9,11,0.8181818181818182
1221,Weston-super-Mare,3,12,0.25
1222,Roman_Empire,228,53,4.30188679245283
1223,90377_Sedna,8,16,0.5
1224,Venezuela,95,51,1.8627450980392157
1225,Global_spread_of_H5N1,1,89,0.011235955056179775
1226,Paris,308,112,2.75
1227,Black_Rhinoceros,2,21,0.09523809523809523
1228,Pablo_Picasso,31,18,1.7222222222222223
1229,Gliese_876_d,2,17,0.11764705882352941
1230,Fiction,31,16,1.9375
1231,BT_Tower,2,11,0.18181818181818182
1232,Pericles,12,21,0.5714285714285714
1233,Clone_Wars_(Star_Wars),4,14,0.2857142857142857
1234,DVD,63,4,15.75
1235,Liberia,61,21,2.9047619047619047
1236,Éire,0,8,0.0
1237,Triathlon,9,6,1.5
1238,Trench_warfare,18,50,0.36
1239,Alternating_current,23,16,1.4375
1240,John_Sentamu,2,11,0.18181818181818182
1241,Chinyingi,1,5,0.2
1242,Dam,37,26,1.4230769230769231
1243,Boa,3,7,0.42857142857142855
1244,F-35_Lightning_II,3,22,0.13636363636363635
1245,Sakurajima,2,7,0.2857142857142857
1246,ZX_Spectrum,13,13,1.0
1247,Glacier_National_Park_(US),6,30,0.2
1248,Coccinellidae,4,10,0.4
1249,Sudoku,2,9,0.2222222222222222
1250,White's_Tree_Frog,0,22,0.0
1251,Andy_Warhol,16,11,1.4545454545454546
1252,Thalassemia,4,18,0.2222222222222222
1253,Pope_Pius_XII,13,50,0.26
1254,Batman,10,6,1.6666666666666667
1255,Augustus,39,14,2.7857142857142856
1256,Mosaic,24,22,1.0909090909090908
1257,List_of_circulating_currencies,8,236,0.03389830508474576
1258,Muhammad_Iqbal,2,32,0.0625
1259,Colombia,97,33,2.9393939393939394
1260,Inca_Empire,30,19,1.5789473684210527
1261,Newmarket,2,15,0.13333333333333333
1262,Renaissance_music,7,7,1.0
1263,European_Greenfinch,0,12,0.0
1264,Smog,17,22,0.7727272727272727
1265,Dutch_language,103,52,1.9807692307692308
1266,Kitsch,3,27,0.1111111111111111
1267,Caspian_Sea,41,17,2.411764705882353
1268,Johannes_Gutenberg,5,14,0.35714285714285715
1269,San_Diego_and_Arizona_Railway,2,8,0.25
1270,Suffrage,31,17,1.8235294117647058
1271,African_Brush-tailed_Porcupine,0,7,0.0
1272,Russian_language,128,65,1.9692307692307693
1273,Music_of_Martinique_and_Guadeloupe,6,17,0.35294117647058826
1274,Stonehenge,14,27,0.5185185185185185
1275,Rococo,20,22,0.9090909090909091
